FILE;STEP;ORIGEN;;;OUTPUT;;;COLUMNS;;;;TRANSFORMATIONS;;?
text.sas;21;WORK;CRUCE3281_3;t1;WORK;PDxEAD_3281;undefined;t1.F1;t1;CRUCE3281_3;F1;WHERE C_PDxEAD NOT=0 ;;;
text.sas;21;WORK;CRUCE3281_3;t1;WORK;PDxEAD_3281;undefined;t1.CATEGO;t1;CRUCE3281_3;CATEGO;WHERE C_PDxEAD NOT=0 ;;;
text.sas;21;WORK;CRUCE3281_3;t1;WORK;PDxEAD_3281;undefined;t1.CELDA;t1;CRUCE3281_3;CELDA;WHERE C_PDxEAD NOT=0 ;;;
text.sas;21;WORK;CRUCE3281_3;t1;WORK;PDxEAD_3281;undefined;IMPORTE;undefined;CRUCE3281_3;C_PDxEAD;WHERE C_PDxEAD NOT=0 ;;;
text.sas;21;WORK;CRUCE3281_3;t1;WORK;PDxEAD_3281;undefined;t1.COREP_2;t1;CRUCE3281_3;COREP_2;WHERE C_PDxEAD NOT=0 ;;;
text.sas;21;WORK;CRUCE3281_3;t1;WORK;PDxEAD_3281;undefined;t1.ROW;t1;CRUCE3281_3;ROW;WHERE C_PDxEAD NOT=0 ;;;
text.sas;21;WORK;CRUCE3281_3;t1;WORK;PDxEAD_3281;undefined;COL;undefined;CRUCE3281_3;'C_PDxEAD';WHERE C_PDxEAD NOT=0 ;;;
text.sas;22;WORK;CRUCE3281_3;t1;WORK;LGDxEAD_3281;undefined;t1.COREP;t1;CRUCE3281_3;COREP;WHERE C_LGDxEAD NOT=0 ;;;
text.sas;22;WORK;CRUCE3281_3;t1;WORK;LGDxEAD_3281;undefined;t1.F1;t1;CRUCE3281_3;F1;WHERE C_LGDxEAD NOT=0 ;;;
text.sas;22;WORK;CRUCE3281_3;t1;WORK;LGDxEAD_3281;undefined;t1.CATEGO;t1;CRUCE3281_3;CATEGO;WHERE C_LGDxEAD NOT=0 ;;;
text.sas;22;WORK;CRUCE3281_3;t1;WORK;LGDxEAD_3281;undefined;t1.CELDA;t1;CRUCE3281_3;CELDA;WHERE C_LGDxEAD NOT=0 ;;;
text.sas;22;WORK;CRUCE3281_3;t1;WORK;LGDxEAD_3281;undefined;IMPORTE;undefined;CRUCE3281_3;C_LGDxEAD;WHERE C_LGDxEAD NOT=0 ;;;
text.sas;22;WORK;CRUCE3281_3;t1;WORK;LGDxEAD_3281;undefined;t1.COREP_2;t1;CRUCE3281_3;COREP_2;WHERE C_LGDxEAD NOT=0 ;;;
text.sas;22;WORK;CRUCE3281_3;t1;WORK;LGDxEAD_3281;undefined;t1.ROW;t1;CRUCE3281_3;ROW;WHERE C_LGDxEAD NOT=0 ;;;
text.sas;22;WORK;CRUCE3281_3;t1;WORK;LGDxEAD_3281;undefined;COL;undefined;CRUCE3281_3;'C_LGDxEAD';WHERE C_LGDxEAD NOT=0 ;;;
text.sas;23;WORK;CRUCE3281_3;t1;WORK;LGDEFxEAD_3281;undefined;t1.COREP;t1;CRUCE3281_3;COREP;WHERE C_LGDEFxEAD NOT=0 ;;;
text.sas;23;WORK;CRUCE3281_3;t1;WORK;LGDEFxEAD_3281;undefined;t1.F1;t1;CRUCE3281_3;F1;WHERE C_LGDEFxEAD NOT=0 ;;;
text.sas;23;WORK;CRUCE3281_3;t1;WORK;LGDEFxEAD_3281;undefined;t1.CATEGO;t1;CRUCE3281_3;CATEGO;WHERE C_LGDEFxEAD NOT=0 ;;;
text.sas;23;WORK;CRUCE3281_3;t1;WORK;LGDEFxEAD_3281;undefined;t1.CELDA;t1;CRUCE3281_3;CELDA;WHERE C_LGDEFxEAD NOT=0 ;;;
text.sas;23;WORK;CRUCE3281_3;t1;WORK;LGDEFxEAD_3281;undefined;IMPORTE;undefined;CRUCE3281_3;C_LGDEFxEAD;WHERE C_LGDEFxEAD NOT=0 ;;;
text.sas;23;WORK;CRUCE3281_3;t1;WORK;LGDEFxEAD_3281;undefined;t1.COREP_2;t1;CRUCE3281_3;COREP_2;WHERE C_LGDEFxEAD NOT=0 ;;;
text.sas;23;WORK;CRUCE3281_3;t1;WORK;LGDEFxEAD_3281;undefined;t1.ROW;t1;CRUCE3281_3;ROW;WHERE C_LGDEFxEAD NOT=0 ;;;
text.sas;23;WORK;CRUCE3281_3;t1;WORK;LGDEFxEAD_3281;undefined;COL;undefined;CRUCE3281_3;'C_LGDEFxEAD';WHERE C_LGDEFxEAD NOT=0 ;;;
text.sas;24;WORK;CRUCE3281_3;t1;WORK;MxEAD_3281;undefined;t1.COREP;t1;CRUCE3281_3;COREP;WHERE C_MxEAD NOT=0 ;;;
text.sas;24;WORK;CRUCE3281_3;t1;WORK;MxEAD_3281;undefined;t1.F1;t1;CRUCE3281_3;F1;WHERE C_MxEAD NOT=0 ;;;
text.sas;24;WORK;CRUCE3281_3;t1;WORK;MxEAD_3281;undefined;t1.CATEGO;t1;CRUCE3281_3;CATEGO;WHERE C_MxEAD NOT=0 ;;;
text.sas;24;WORK;CRUCE3281_3;t1;WORK;MxEAD_3281;undefined;t1.CELDA;t1;CRUCE3281_3;CELDA;WHERE C_MxEAD NOT=0 ;;;
text.sas;24;WORK;CRUCE3281_3;t1;WORK;MxEAD_3281;undefined;t1.COREP_2;t1;CRUCE3281_3;COREP_2;WHERE C_MxEAD NOT=0 ;;;
text.sas;24;WORK;CRUCE3281_3;t1;WORK;MxEAD_3281;undefined;t1.ROW;t1;CRUCE3281_3;ROW;WHERE C_MxEAD NOT=0 ;;;
text.sas;24;WORK;CRUCE3281_3;t1;WORK;MxEAD_3281;undefined;IMPORTE;undefined;CRUCE3281_3;C_MxEAD;WHERE C_MxEAD NOT=0 ;;;
text.sas;24;WORK;CRUCE3281_3;t1;WORK;MxEAD_3281;undefined;COL;undefined;CRUCE3281_3;'C_MxEAD';WHERE C_MxEAD NOT=0 ;;;
text.sas;25;WORK;COR3281_2;undefined;WORK;TABLA_3281_BS;undefined;NO;COLUMNS;DEFINED;;;;
text.sas;25;WORK;PDxEAD_3281;undefined;WORK;TABLA_3281_BS;undefined;NO;COLUMNS;DEFINED;;;;
text.sas;25;WORK;LGDxEAD_3281;undefined;WORK;TABLA_3281_BS;undefined;NO;COLUMNS;DEFINED;;;;
text.sas;25;WORK;LGDEFxEAD_3281;undefined;WORK;TABLA_3281_BS;undefined;NO;COLUMNS;DEFINED;;;;
text.sas;25;WORK;MxEAD_3281;undefined;WORK;TABLA_3281_BS;undefined;NO;COLUMNS;DEFINED;;;;
text.sas;26;WORK;TABLA_3281_BS;t1;WORK;TABLA_3281_VUELTA_BS;undefined;template;t1;TABLA_3281_BS;COREP;;;
text.sas;26;WORK;TABLA_3281_BS;t1;WORK;TABLA_3281_VUELTA_BS;undefined;data_extra;t1;TABLA_3281_BS;CATEGO;;;
text.sas;26;WORK;TABLA_3281_BS;t1;WORK;TABLA_3281_VUELTA_BS;undefined;t1.ROW;t1;TABLA_3281_BS;ROW;;;
text.sas;26;WORK;TABLA_3281_BS;t1;WORK;TABLA_3281_VUELTA_BS;undefined;t1.COL;t1;TABLA_3281_BS;COL;;;
text.sas;26;WORK;TABLA_3281_BS;t1;WORK;TABLA_3281_VUELTA_BS;undefined;t1.COREP_2;t1;TABLA_3281_BS;COREP_2;;;
text.sas;26;WORK;TABLA_3281_BS;t1;WORK;TABLA_3281_VUELTA_BS;undefined;t1.CELDA;t1;TABLA_3281_BS;CELDA;;;
text.sas;26;WORK;TABLA_3281_BS;t1;WORK;TABLA_3281_VUELTA_BS;undefined;COL1;t1;TABLA_3281_BS;IMPORTE;;;
text.sas;27;WORK;TABLA_3281_VUELTA_BS;undefined;WORK;TEST1_TABLA3281_VUELTA_BS;undefined;TEMPLATE;undefined;TABLA_3281_VUELTA_BS;TEMPLATE;;;BY TEMPLATE COREP_2 DATA_EXTRA ROW CELDA
text.sas;27;WORK;TABLA_3281_VUELTA_BS;undefined;WORK;TEST1_TABLA3281_VUELTA_BS;undefined;COREP_2;undefined;TABLA_3281_VUELTA_BS;COREP_2;;;BY TEMPLATE COREP_2 DATA_EXTRA ROW CELDA
text.sas;27;WORK;TABLA_3281_VUELTA_BS;undefined;WORK;TEST1_TABLA3281_VUELTA_BS;undefined;DATA_EXTRA;undefined;TABLA_3281_VUELTA_BS;DATA_EXTRA;;;BY TEMPLATE COREP_2 DATA_EXTRA ROW CELDA
text.sas;27;WORK;TABLA_3281_VUELTA_BS;undefined;WORK;TEST1_TABLA3281_VUELTA_BS;undefined;ROW;undefined;TABLA_3281_VUELTA_BS;ROW;;;BY TEMPLATE COREP_2 DATA_EXTRA ROW CELDA
text.sas;27;WORK;TABLA_3281_VUELTA_BS;undefined;WORK;TEST1_TABLA3281_VUELTA_BS;undefined;CELDA;undefined;TABLA_3281_VUELTA_BS;CELDA;;;BY TEMPLATE COREP_2 DATA_EXTRA ROW CELDA
text.sas;27;WORK;TABLA_3281_VUELTA_BS;undefined;WORK;TEST1_TABLA3281_VUELTA_BS;undefined;C:;undefined;TABLA_3281_VUELTA_BS;C:;;;BY TEMPLATE COREP_2 DATA_EXTRA ROW CELDA
text.sas;28;WORK;TEST1_TABLA3281_VUELTA_BS;undefined;WORK;TEST2_TABLA3281_VUELTA_BS;undefined;NO;COLUMNS;DEFINED;;;;BY TEMPLATE COREP_2 DATA_EXTRA ROW
text.sas;29;WORK;TEST2_TABLA3281_VUELTA_BS;t1;BSCO_4;CHECK_3281_BS_CONSO;undefined;t1.template;t1;TEST2_TABLA3281_VUELTA_BS;template;WHERE t1.ROW='R010';GROUP BY t1.template, t1.data_extra, t1.ROW;
text.sas;29;WORK;TEST2_TABLA3281_VUELTA_BS;t1;BSCO_4;CHECK_3281_BS_CONSO;undefined;t1.data_extra;t1;TEST2_TABLA3281_VUELTA_BS;data_extra;WHERE t1.ROW='R010';GROUP BY t1.template, t1.data_extra, t1.ROW;
text.sas;29;WORK;TEST2_TABLA3281_VUELTA_BS;t1;BSCO_4;CHECK_3281_BS_CONSO;undefined;t1.ROW;t1;TEST2_TABLA3281_VUELTA_BS;ROW;WHERE t1.ROW='R010';GROUP BY t1.template, t1.data_extra, t1.ROW;
text.sas;29;WORK;TEST2_TABLA3281_VUELTA_BS;t1;BSCO_4;CHECK_3281_BS_CONSO;undefined;C010;undefined;TEST2_TABLA3281_VUELTA_BS;(SUM(t1.C_PDxEAD)/SUM(t1.C110));WHERE t1.ROW='R010';GROUP BY t1.template, t1.data_extra, t1.ROW;
text.sas;29;WORK;TEST2_TABLA3281_VUELTA_BS;t1;BSCO_4;CHECK_3281_BS_CONSO;undefined;C020;undefined;TEST2_TABLA3281_VUELTA_BS;(SUM(t1.C020));WHERE t1.ROW='R010';GROUP BY t1.template, t1.data_extra, t1.ROW;
text.sas;29;WORK;TEST2_TABLA3281_VUELTA_BS;t1;BSCO_4;CHECK_3281_BS_CONSO;undefined;C030;undefined;TEST2_TABLA3281_VUELTA_BS;(SUM(t1.C030));WHERE t1.ROW='R010';GROUP BY t1.template, t1.data_extra, t1.ROW;
text.sas;29;WORK;TEST2_TABLA3281_VUELTA_BS;t1;BSCO_4;CHECK_3281_BS_CONSO;undefined;C040;undefined;TEST2_TABLA3281_VUELTA_BS;(SUM(t1.C040));WHERE t1.ROW='R010';GROUP BY t1.template, t1.data_extra, t1.ROW;
text.sas;29;WORK;TEST2_TABLA3281_VUELTA_BS;t1;BSCO_4;CHECK_3281_BS_CONSO;undefined;C070;undefined;TEST2_TABLA3281_VUELTA_BS;(SUM(t1.C070));WHERE t1.ROW='R010';GROUP BY t1.template, t1.data_extra, t1.ROW;
text.sas;29;WORK;TEST2_TABLA3281_VUELTA_BS;t1;BSCO_4;CHECK_3281_BS_CONSO;undefined;C080;undefined;TEST2_TABLA3281_VUELTA_BS;(SUM(t1.C080));WHERE t1.ROW='R010';GROUP BY t1.template, t1.data_extra, t1.ROW;
text.sas;29;WORK;TEST2_TABLA3281_VUELTA_BS;t1;BSCO_4;CHECK_3281_BS_CONSO;undefined;C090;undefined;TEST2_TABLA3281_VUELTA_BS;(SUM(t1.C090));WHERE t1.ROW='R010';GROUP BY t1.template, t1.data_extra, t1.ROW;
text.sas;29;WORK;TEST2_TABLA3281_VUELTA_BS;t1;BSCO_4;CHECK_3281_BS_CONSO;undefined;C100;undefined;TEST2_TABLA3281_VUELTA_BS;(SUM(t1.C100));WHERE t1.ROW='R010';GROUP BY t1.template, t1.data_extra, t1.ROW;
text.sas;29;WORK;TEST2_TABLA3281_VUELTA_BS;t1;BSCO_4;CHECK_3281_BS_CONSO;undefined;C110;undefined;TEST2_TABLA3281_VUELTA_BS;(SUM(t1.C110));WHERE t1.ROW='R010';GROUP BY t1.template, t1.data_extra, t1.ROW;
text.sas;29;WORK;TEST2_TABLA3281_VUELTA_BS;t1;BSCO_4;CHECK_3281_BS_CONSO;undefined;C120;undefined;TEST2_TABLA3281_VUELTA_BS;(SUM(t1.C120));WHERE t1.ROW='R010';GROUP BY t1.template, t1.data_extra, t1.ROW;
text.sas;29;WORK;TEST2_TABLA3281_VUELTA_BS;t1;BSCO_4;CHECK_3281_BS_CONSO;undefined;C130;undefined;TEST2_TABLA3281_VUELTA_BS;(SUM(t1.C130));WHERE t1.ROW='R010';GROUP BY t1.template, t1.data_extra, t1.ROW;
text.sas;29;WORK;TEST2_TABLA3281_VUELTA_BS;t1;BSCO_4;CHECK_3281_BS_CONSO;undefined;C140;undefined;TEST2_TABLA3281_VUELTA_BS;(SUM(t1.C140));WHERE t1.ROW='R010';GROUP BY t1.template, t1.data_extra, t1.ROW;
text.sas;29;WORK;TEST2_TABLA3281_VUELTA_BS;t1;BSCO_4;CHECK_3281_BS_CONSO;undefined;C150;undefined;TEST2_TABLA3281_VUELTA_BS;(SUM(t1.C150));WHERE t1.ROW='R010';GROUP BY t1.template, t1.data_extra, t1.ROW;
text.sas;29;WORK;TEST2_TABLA3281_VUELTA_BS;t1;BSCO_4;CHECK_3281_BS_CONSO;undefined;C180;undefined;TEST2_TABLA3281_VUELTA_BS;(SUM(t1.C180));WHERE t1.ROW='R010';GROUP BY t1.template, t1.data_extra, t1.ROW;
text.sas;29;WORK;TEST2_TABLA3281_VUELTA_BS;t1;BSCO_4;CHECK_3281_BS_CONSO;undefined;C190;undefined;TEST2_TABLA3281_VUELTA_BS;(SUM(t1.C190));WHERE t1.ROW='R010';GROUP BY t1.template, t1.data_extra, t1.ROW;
text.sas;29;WORK;TEST2_TABLA3281_VUELTA_BS;t1;BSCO_4;CHECK_3281_BS_CONSO;undefined;C200;undefined;TEST2_TABLA3281_VUELTA_BS;(SUM(t1.C200));WHERE t1.ROW='R010';GROUP BY t1.template, t1.data_extra, t1.ROW;
text.sas;29;WORK;TEST2_TABLA3281_VUELTA_BS;t1;BSCO_4;CHECK_3281_BS_CONSO;undefined;C230;undefined;TEST2_TABLA3281_VUELTA_BS;(SUM(t1.C_LGDxEAD)/(SUM(t1.C110)-SUM(t1.C140)));WHERE t1.ROW='R010';GROUP BY t1.template, t1.data_extra, t1.ROW;
text.sas;29;WORK;TEST2_TABLA3281_VUELTA_BS;t1;BSCO_4;CHECK_3281_BS_CONSO;undefined;C240;undefined;TEST2_TABLA3281_VUELTA_BS;(SUM(t1.C_LGDEFxEAD)/SUM(t1.C140));WHERE t1.ROW='R010';GROUP BY t1.template, t1.data_extra, t1.ROW;
text.sas;29;WORK;TEST2_TABLA3281_VUELTA_BS;t1;BSCO_4;CHECK_3281_BS_CONSO;undefined;C250;undefined;TEST2_TABLA3281_VUELTA_BS;(SUM(t1.C_MxEAD)/SUM(t1.C110));WHERE t1.ROW='R010';GROUP BY t1.template, t1.data_extra, t1.ROW;
text.sas;29;WORK;TEST2_TABLA3281_VUELTA_BS;t1;BSCO_4;CHECK_3281_BS_CONSO;undefined;C255;undefined;TEST2_TABLA3281_VUELTA_BS;(SUM(t1.C255));WHERE t1.ROW='R010';GROUP BY t1.template, t1.data_extra, t1.ROW;
text.sas;29;WORK;TEST2_TABLA3281_VUELTA_BS;t1;BSCO_4;CHECK_3281_BS_CONSO;undefined;C260;undefined;TEST2_TABLA3281_VUELTA_BS;(SUM(t1.C260));WHERE t1.ROW='R010';GROUP BY t1.template, t1.data_extra, t1.ROW;
text.sas;29;WORK;TEST2_TABLA3281_VUELTA_BS;t1;BSCO_4;CHECK_3281_BS_CONSO;undefined;C270;undefined;TEST2_TABLA3281_VUELTA_BS;(SUM(t1.C270));WHERE t1.ROW='R010';GROUP BY t1.template, t1.data_extra, t1.ROW;
text.sas;29;WORK;TEST2_TABLA3281_VUELTA_BS;t1;BSCO_4;CHECK_3281_BS_CONSO;undefined;C280;undefined;TEST2_TABLA3281_VUELTA_BS;(SUM(t1.C280));WHERE t1.ROW='R010';GROUP BY t1.template, t1.data_extra, t1.ROW;
text.sas;29;WORK;TEST2_TABLA3281_VUELTA_BS;t1;BSCO_4;CHECK_3281_BS_CONSO;undefined;C290;undefined;TEST2_TABLA3281_VUELTA_BS;(SUM(t1.C290));WHERE t1.ROW='R010';GROUP BY t1.template, t1.data_extra, t1.ROW;
text.sas;29;WORK;TEST2_TABLA3281_VUELTA_BS;t1;BSCO_4;CHECK_3281_BS_CONSO;undefined;C300;undefined;TEST2_TABLA3281_VUELTA_BS;(SUM(t1.C300));WHERE t1.ROW='R010';GROUP BY t1.template, t1.data_extra, t1.ROW;
text.sas;29;WORK;TEST2_TABLA3281_VUELTA_BS;t1;BSCO_4;CHECK_3281_BS_CONSO;undefined;C_PDxEAD;undefined;TEST2_TABLA3281_VUELTA_BS;(SUM(t1.C_PDxEAD));WHERE t1.ROW='R010';GROUP BY t1.template, t1.data_extra, t1.ROW;
text.sas;29;WORK;TEST2_TABLA3281_VUELTA_BS;t1;BSCO_4;CHECK_3281_BS_CONSO;undefined;C_LGDxEAD;undefined;TEST2_TABLA3281_VUELTA_BS;(SUM(t1.C_LGDxEAD));WHERE t1.ROW='R010';GROUP BY t1.template, t1.data_extra, t1.ROW;
text.sas;29;WORK;TEST2_TABLA3281_VUELTA_BS;t1;BSCO_4;CHECK_3281_BS_CONSO;undefined;C_LGDEFxEAD;undefined;TEST2_TABLA3281_VUELTA_BS;(SUM(t1.C_LGDEFxEAD));WHERE t1.ROW='R010';GROUP BY t1.template, t1.data_extra, t1.ROW;
text.sas;29;WORK;TEST2_TABLA3281_VUELTA_BS;t1;BSCO_4;CHECK_3281_BS_CONSO;undefined;C_MxEAD;undefined;TEST2_TABLA3281_VUELTA_BS;(SUM(t1.C_MxEAD));WHERE t1.ROW='R010';GROUP BY t1.template, t1.data_extra, t1.ROW;
text.sas;30;WORK;TEST2_TABLA3281_VUELTA_BS;undefined;WORK;TABLA3281_BS_TSB_PRE1;undefined;NO;COLUMNS;DEFINED;;;;
text.sas;30;WORK;TEST2_TABLA3281_VUELTA_TSB;undefined;WORK;TABLA3281_BS_TSB_PRE1;undefined;NO;COLUMNS;DEFINED;;;;
text.sas;31;WORK;TABLA3281_BS_TSB_PRE1;t1;WORK;TABLA3281_BS_TSB_PRE1_5;undefined;sss;t1;TABLA3281_BS_TSB_PRE1;template;;;
text.sas;31;WORK;TABLA3281_BS_TSB_PRE1;t1;WORK;TABLA3281_BS_TSB_PRE1_5;undefined;t1.data_extra;t1;TABLA3281_BS_TSB_PRE1;data_extra;;;
text.sas;31;WORK;TABLA3281_BS_TSB_PRE1;t1;WORK;TABLA3281_BS_TSB_PRE1_5;undefined;t1.ROW;t1;TABLA3281_BS_TSB_PRE1;ROW;;;
text.sas;31;WORK;TABLA3281_BS_TSB_PRE1;t1;WORK;TABLA3281_BS_TSB_PRE1_5;undefined;C010;undefined;TABLA3281_BS_TSB_PRE1;case when C010=. then 0 else C010 end ;;;
text.sas;31;WORK;TABLA3281_BS_TSB_PRE1;t1;WORK;TABLA3281_BS_TSB_PRE1_5;undefined;C020;undefined;TABLA3281_BS_TSB_PRE1; case when C020=. then 0 else C020 end ;;;
text.sas;31;WORK;TABLA3281_BS_TSB_PRE1;t1;WORK;TABLA3281_BS_TSB_PRE1_5;undefined;C030;undefined;TABLA3281_BS_TSB_PRE1;case when C030=. then 0 else C030 end ;;;
text.sas;31;WORK;TABLA3281_BS_TSB_PRE1;t1;WORK;TABLA3281_BS_TSB_PRE1_5;undefined;C040;undefined;TABLA3281_BS_TSB_PRE1; case when C040=. then 0 else C040 end ;;;
text.sas;31;WORK;TABLA3281_BS_TSB_PRE1;t1;WORK;TABLA3281_BS_TSB_PRE1_5;undefined;C070;undefined;TABLA3281_BS_TSB_PRE1; case when C070=. then 0 else C070 end ;;;
text.sas;31;WORK;TABLA3281_BS_TSB_PRE1;t1;WORK;TABLA3281_BS_TSB_PRE1_5;undefined;C080;undefined;TABLA3281_BS_TSB_PRE1; case when C080=. then 0 else C080 end ;;;
text.sas;31;WORK;TABLA3281_BS_TSB_PRE1;t1;WORK;TABLA3281_BS_TSB_PRE1_5;undefined;C090;undefined;TABLA3281_BS_TSB_PRE1;case when C090=. then 0 else C090 end ;;;
text.sas;31;WORK;TABLA3281_BS_TSB_PRE1;t1;WORK;TABLA3281_BS_TSB_PRE1_5;undefined;C100;undefined;TABLA3281_BS_TSB_PRE1; case when C100=. then 0 else C100 end ;;;
text.sas;31;WORK;TABLA3281_BS_TSB_PRE1;t1;WORK;TABLA3281_BS_TSB_PRE1_5;undefined;C110;undefined;TABLA3281_BS_TSB_PRE1; case when C110=. then 0 else C110 end ;;;
text.sas;31;WORK;TABLA3281_BS_TSB_PRE1;t1;WORK;TABLA3281_BS_TSB_PRE1_5;undefined;C120;undefined;TABLA3281_BS_TSB_PRE1; case when C120=. then 0 else C120 end ;;;
text.sas;31;WORK;TABLA3281_BS_TSB_PRE1;t1;WORK;TABLA3281_BS_TSB_PRE1_5;undefined;C130;undefined;TABLA3281_BS_TSB_PRE1;case when C130=. then 0 else C130 end ;;;
text.sas;31;WORK;TABLA3281_BS_TSB_PRE1;t1;WORK;TABLA3281_BS_TSB_PRE1_5;undefined;C140;undefined;TABLA3281_BS_TSB_PRE1;case when C140=. then 0 else C140 end ;;;
text.sas;31;WORK;TABLA3281_BS_TSB_PRE1;t1;WORK;TABLA3281_BS_TSB_PRE1_5;undefined;C150;undefined;TABLA3281_BS_TSB_PRE1;case when C150=. then 0 else C150 end ;;;
text.sas;31;WORK;TABLA3281_BS_TSB_PRE1;t1;WORK;TABLA3281_BS_TSB_PRE1_5;undefined;C180;undefined;TABLA3281_BS_TSB_PRE1; case when C180=. then 0 else C180 end ;;;
text.sas;31;WORK;TABLA3281_BS_TSB_PRE1;t1;WORK;TABLA3281_BS_TSB_PRE1_5;undefined;C190;undefined;TABLA3281_BS_TSB_PRE1; case when C190=. then 0 else C190 end ;;;
text.sas;31;WORK;TABLA3281_BS_TSB_PRE1;t1;WORK;TABLA3281_BS_TSB_PRE1_5;undefined;C200;undefined;TABLA3281_BS_TSB_PRE1; case when C200=. then 0 else C200 end ;;;
text.sas;31;WORK;TABLA3281_BS_TSB_PRE1;t1;WORK;TABLA3281_BS_TSB_PRE1_5;undefined;C230;undefined;TABLA3281_BS_TSB_PRE1; case when C230=. then 0 else C230 end ;;;
text.sas;31;WORK;TABLA3281_BS_TSB_PRE1;t1;WORK;TABLA3281_BS_TSB_PRE1_5;undefined;C240;undefined;TABLA3281_BS_TSB_PRE1; case when C240=. then 0 else C240 end ;;;
text.sas;31;WORK;TABLA3281_BS_TSB_PRE1;t1;WORK;TABLA3281_BS_TSB_PRE1_5;undefined;C250;undefined;TABLA3281_BS_TSB_PRE1; case when C250=. then 0 else C250 end ;;;
text.sas;31;WORK;TABLA3281_BS_TSB_PRE1;t1;WORK;TABLA3281_BS_TSB_PRE1_5;undefined;C255;undefined;TABLA3281_BS_TSB_PRE1; case when C255=. then 0 else C255 end ;;;
text.sas;31;WORK;TABLA3281_BS_TSB_PRE1;t1;WORK;TABLA3281_BS_TSB_PRE1_5;undefined;C250;undefined;TABLA3281_BS_TSB_PRE1;case when C250=. then 0 else C250 end ;;;
text.sas;31;WORK;TABLA3281_BS_TSB_PRE1;t1;WORK;TABLA3281_BS_TSB_PRE1_5;undefined;C260;undefined;TABLA3281_BS_TSB_PRE1;case when C260=. then 0 else C260 end ;;;
text.sas;31;WORK;TABLA3281_BS_TSB_PRE1;t1;WORK;TABLA3281_BS_TSB_PRE1_5;undefined;C270;undefined;TABLA3281_BS_TSB_PRE1;case when C270=. then 0 else C270 end ;;;
text.sas;31;WORK;TABLA3281_BS_TSB_PRE1;t1;WORK;TABLA3281_BS_TSB_PRE1_5;undefined;C280;undefined;TABLA3281_BS_TSB_PRE1;case when C280=. then 0 else C280 end ;;;
text.sas;31;WORK;TABLA3281_BS_TSB_PRE1;t1;WORK;TABLA3281_BS_TSB_PRE1_5;undefined;C290;undefined;TABLA3281_BS_TSB_PRE1;case when C290=. then 0 else C290 end ;;;
text.sas;31;WORK;TABLA3281_BS_TSB_PRE1;t1;WORK;TABLA3281_BS_TSB_PRE1_5;undefined;C300;undefined;TABLA3281_BS_TSB_PRE1;case when C300=. then 0 else C300 end ;;;
text.sas;31;WORK;TABLA3281_BS_TSB_PRE1;t1;WORK;TABLA3281_BS_TSB_PRE1_5;undefined;C_PDxEAD;undefined;TABLA3281_BS_TSB_PRE1;C_PDxEAD;;;
text.sas;31;WORK;TABLA3281_BS_TSB_PRE1;t1;WORK;TABLA3281_BS_TSB_PRE1_5;undefined;C_LGDxEAD;undefined;TABLA3281_BS_TSB_PRE1;C_LGDxEAD;;;
text.sas;31;WORK;TABLA3281_BS_TSB_PRE1;t1;WORK;TABLA3281_BS_TSB_PRE1_5;undefined;C_LGDEFxEAD;undefined;TABLA3281_BS_TSB_PRE1;C_LGDEFxEAD;;;
text.sas;31;WORK;TABLA3281_BS_TSB_PRE1;t1;WORK;TABLA3281_BS_TSB_PRE1_5;undefined;C_MxEAD;undefined;TABLA3281_BS_TSB_PRE1;C_MxEAD;;;
text.sas;32;WORK;TABLA3281_BS_TSB_PRE1_5;t1;WORK;TABLA3281_BS_TSB_PRE2;undefined;t1.template;t1;TABLA3281_BS_TSB_PRE1_5;template;;GROUP BY t1.template, t1.data_extra, t1.ROW;
text.sas;32;WORK;TABLA3281_BS_TSB_PRE1_5;t1;WORK;TABLA3281_BS_TSB_PRE2;undefined;t1.data_extra;t1;TABLA3281_BS_TSB_PRE1_5;data_extra;;GROUP BY t1.template, t1.data_extra, t1.ROW;
text.sas;32;WORK;TABLA3281_BS_TSB_PRE1_5;t1;WORK;TABLA3281_BS_TSB_PRE2;undefined;t1.ROW;t1;TABLA3281_BS_TSB_PRE1_5;ROW;;GROUP BY t1.template, t1.data_extra, t1.ROW;
text.sas;32;WORK;TABLA3281_BS_TSB_PRE1_5;t1;WORK;TABLA3281_BS_TSB_PRE2;undefined;C010;undefined;TABLA3281_BS_TSB_PRE1_5;(SUM(t1.C010));;GROUP BY t1.template, t1.data_extra, t1.ROW;
text.sas;32;WORK;TABLA3281_BS_TSB_PRE1_5;t1;WORK;TABLA3281_BS_TSB_PRE2;undefined;C020;undefined;TABLA3281_BS_TSB_PRE1_5;(SUM(t1.C020));;GROUP BY t1.template, t1.data_extra, t1.ROW;
text.sas;32;WORK;TABLA3281_BS_TSB_PRE1_5;t1;WORK;TABLA3281_BS_TSB_PRE2;undefined;C030;undefined;TABLA3281_BS_TSB_PRE1_5;(SUM(t1.C030));;GROUP BY t1.template, t1.data_extra, t1.ROW;
text.sas;32;WORK;TABLA3281_BS_TSB_PRE1_5;t1;WORK;TABLA3281_BS_TSB_PRE2;undefined;C040;undefined;TABLA3281_BS_TSB_PRE1_5;(SUM(t1.C040));;GROUP BY t1.template, t1.data_extra, t1.ROW;
