FILE;STEP;ORIGEN;;;OUTPUT;;;COLUMNS;;;;TRANSFORMATIONS;;?
text.sas;32;WORK;TABLA3281_BS_TSB_PRE1_5;t1;WORK;TABLA3281_BS_TSB_PRE2;undefined;C070;undefined;TABLA3281_BS_TSB_PRE1_5;(SUM(t1.C070));;GROUP BY t1.template, t1.data_extra, t1.ROW;
text.sas;32;WORK;TABLA3281_BS_TSB_PRE1_5;t1;WORK;TABLA3281_BS_TSB_PRE2;undefined;C080;undefined;TABLA3281_BS_TSB_PRE1_5;(SUM(t1.C080));;GROUP BY t1.template, t1.data_extra, t1.ROW;
text.sas;32;WORK;TABLA3281_BS_TSB_PRE1_5;t1;WORK;TABLA3281_BS_TSB_PRE2;undefined;C090;undefined;TABLA3281_BS_TSB_PRE1_5;(SUM(t1.C090));;GROUP BY t1.template, t1.data_extra, t1.ROW;
text.sas;32;WORK;TABLA3281_BS_TSB_PRE1_5;t1;WORK;TABLA3281_BS_TSB_PRE2;undefined;C100;undefined;TABLA3281_BS_TSB_PRE1_5;(SUM(t1.C100));;GROUP BY t1.template, t1.data_extra, t1.ROW;
text.sas;32;WORK;TABLA3281_BS_TSB_PRE1_5;t1;WORK;TABLA3281_BS_TSB_PRE2;undefined;C110;undefined;TABLA3281_BS_TSB_PRE1_5;(SUM(t1.C110));;GROUP BY t1.template, t1.data_extra, t1.ROW;
text.sas;32;WORK;TABLA3281_BS_TSB_PRE1_5;t1;WORK;TABLA3281_BS_TSB_PRE2;undefined;C120;undefined;TABLA3281_BS_TSB_PRE1_5;(SUM(t1.C120));;GROUP BY t1.template, t1.data_extra, t1.ROW;
text.sas;32;WORK;TABLA3281_BS_TSB_PRE1_5;t1;WORK;TABLA3281_BS_TSB_PRE2;undefined;C130;undefined;TABLA3281_BS_TSB_PRE1_5;(SUM(t1.C130));;GROUP BY t1.template, t1.data_extra, t1.ROW;
text.sas;32;WORK;TABLA3281_BS_TSB_PRE1_5;t1;WORK;TABLA3281_BS_TSB_PRE2;undefined;C140;undefined;TABLA3281_BS_TSB_PRE1_5;(SUM(t1.C140));;GROUP BY t1.template, t1.data_extra, t1.ROW;
text.sas;32;WORK;TABLA3281_BS_TSB_PRE1_5;t1;WORK;TABLA3281_BS_TSB_PRE2;undefined;C150;undefined;TABLA3281_BS_TSB_PRE1_5;(SUM(t1.C150));;GROUP BY t1.template, t1.data_extra, t1.ROW;
text.sas;32;WORK;TABLA3281_BS_TSB_PRE1_5;t1;WORK;TABLA3281_BS_TSB_PRE2;undefined;C180;undefined;TABLA3281_BS_TSB_PRE1_5;(SUM(t1.C180));;GROUP BY t1.template, t1.data_extra, t1.ROW;
text.sas;32;WORK;TABLA3281_BS_TSB_PRE1_5;t1;WORK;TABLA3281_BS_TSB_PRE2;undefined;C190;undefined;TABLA3281_BS_TSB_PRE1_5;(SUM(t1.C190));;GROUP BY t1.template, t1.data_extra, t1.ROW;
text.sas;32;WORK;TABLA3281_BS_TSB_PRE1_5;t1;WORK;TABLA3281_BS_TSB_PRE2;undefined;C200;undefined;TABLA3281_BS_TSB_PRE1_5;(SUM(t1.C200));;GROUP BY t1.template, t1.data_extra, t1.ROW;
text.sas;32;WORK;TABLA3281_BS_TSB_PRE1_5;t1;WORK;TABLA3281_BS_TSB_PRE2;undefined;C230;undefined;TABLA3281_BS_TSB_PRE1_5;(SUM(t1.C230));;GROUP BY t1.template, t1.data_extra, t1.ROW;
text.sas;32;WORK;TABLA3281_BS_TSB_PRE1_5;t1;WORK;TABLA3281_BS_TSB_PRE2;undefined;C240;undefined;TABLA3281_BS_TSB_PRE1_5;(SUM(t1.C240));;GROUP BY t1.template, t1.data_extra, t1.ROW;
text.sas;32;WORK;TABLA3281_BS_TSB_PRE1_5;t1;WORK;TABLA3281_BS_TSB_PRE2;undefined;C250;undefined;TABLA3281_BS_TSB_PRE1_5;(SUM(t1.C250));;GROUP BY t1.template, t1.data_extra, t1.ROW;
text.sas;32;WORK;TABLA3281_BS_TSB_PRE1_5;t1;WORK;TABLA3281_BS_TSB_PRE2;undefined;C255;undefined;TABLA3281_BS_TSB_PRE1_5;(SUM(t1.C255));;GROUP BY t1.template, t1.data_extra, t1.ROW;
text.sas;32;WORK;TABLA3281_BS_TSB_PRE1_5;t1;WORK;TABLA3281_BS_TSB_PRE2;undefined;C260;undefined;TABLA3281_BS_TSB_PRE1_5;(SUM(t1.C260));;GROUP BY t1.template, t1.data_extra, t1.ROW;
text.sas;32;WORK;TABLA3281_BS_TSB_PRE1_5;t1;WORK;TABLA3281_BS_TSB_PRE2;undefined;C270;undefined;TABLA3281_BS_TSB_PRE1_5;(SUM(t1.C270));;GROUP BY t1.template, t1.data_extra, t1.ROW;
text.sas;32;WORK;TABLA3281_BS_TSB_PRE1_5;t1;WORK;TABLA3281_BS_TSB_PRE2;undefined;C280;undefined;TABLA3281_BS_TSB_PRE1_5;(SUM(t1.C280));;GROUP BY t1.template, t1.data_extra, t1.ROW;
text.sas;32;WORK;TABLA3281_BS_TSB_PRE1_5;t1;WORK;TABLA3281_BS_TSB_PRE2;undefined;C290;undefined;TABLA3281_BS_TSB_PRE1_5;(SUM(t1.C290));;GROUP BY t1.template, t1.data_extra, t1.ROW;
text.sas;32;WORK;TABLA3281_BS_TSB_PRE1_5;t1;WORK;TABLA3281_BS_TSB_PRE2;undefined;C300;undefined;TABLA3281_BS_TSB_PRE1_5;(SUM(t1.C300));;GROUP BY t1.template, t1.data_extra, t1.ROW;
text.sas;32;WORK;TABLA3281_BS_TSB_PRE1_5;t1;WORK;TABLA3281_BS_TSB_PRE2;undefined;C_PDxEAD;undefined;TABLA3281_BS_TSB_PRE1_5;(SUM(t1.C_PDxEAD));;GROUP BY t1.template, t1.data_extra, t1.ROW;
text.sas;32;WORK;TABLA3281_BS_TSB_PRE1_5;t1;WORK;TABLA3281_BS_TSB_PRE2;undefined;C_LGDxEAD;undefined;TABLA3281_BS_TSB_PRE1_5;(SUM(t1.C_LGDxEAD));;GROUP BY t1.template, t1.data_extra, t1.ROW;
text.sas;32;WORK;TABLA3281_BS_TSB_PRE1_5;t1;WORK;TABLA3281_BS_TSB_PRE2;undefined;C_LGDEFxEAD;undefined;TABLA3281_BS_TSB_PRE1_5;(SUM(t1.C_LGDEFxEAD));;GROUP BY t1.template, t1.data_extra, t1.ROW;
text.sas;32;WORK;TABLA3281_BS_TSB_PRE1_5;t1;WORK;TABLA3281_BS_TSB_PRE2;undefined;C_MxEAD;undefined;TABLA3281_BS_TSB_PRE1_5;(SUM(t1.C_MxEAD));;GROUP BY t1.template, t1.data_extra, t1.ROW;
text.sas;32;WORK;TABLA3281_BS_TSB_PRE1_5;t1;WORK;TABLA3281_BS_TSB_PRE2;undefined;C110_PD;undefined;TABLA3281_BS_TSB_PRE1_5;se when C_PDxEAD NOT=. then C110 else 0 end;;GROUP BY t1.template, t1.data_extra, t1.ROW;
text.sas;32;WORK;TABLA3281_BS_TSB_PRE1_5;t1;WORK;TABLA3281_BS_TSB_PRE2;undefined;C110_LGD;undefined;TABLA3281_BS_TSB_PRE1_5;se when C_LGDxEAD NOT=. then C110 else 0 end;;GROUP BY t1.template, t1.data_extra, t1.ROW;
text.sas;32;WORK;TABLA3281_BS_TSB_PRE1_5;t1;WORK;TABLA3281_BS_TSB_PRE2;undefined;C140_LGD;undefined;TABLA3281_BS_TSB_PRE1_5;se when C_LGDEFxEAD NOT=. then C140 else 0 end;;GROUP BY t1.template, t1.data_extra, t1.ROW;
text.sas;32;WORK;TABLA3281_BS_TSB_PRE1_5;t1;WORK;TABLA3281_BS_TSB_PRE2;undefined;C110_M;undefined;TABLA3281_BS_TSB_PRE1_5;se when C_MxEAD NOT=. then C110 else 0 end;;GROUP BY t1.template, t1.data_extra, t1.ROW;
text.sas;33;WORK;TABLA3281_BS_TSB_PRE2;t1;WORK;TABLA3281_BS_TSB_FIN;undefined;t1.template;t1;TABLA3281_BS_TSB_PRE2;template;;;
text.sas;33;WORK;TABLA3281_BS_TSB_PRE2;t1;WORK;TABLA3281_BS_TSB_FIN;undefined;t1.data_extra;t1;TABLA3281_BS_TSB_PRE2;data_extra;;;
text.sas;33;WORK;TABLA3281_BS_TSB_PRE2;t1;WORK;TABLA3281_BS_TSB_FIN;undefined;t1.ROW;t1;TABLA3281_BS_TSB_PRE2;ROW;;;
text.sas;33;WORK;TABLA3281_BS_TSB_PRE2;t1;WORK;TABLA3281_BS_TSB_FIN;undefined;C010;t1;TABLA3281_BS_TSB_PRE2;C_PDxEAD/C110_PD;;;
text.sas;33;WORK;TABLA3281_BS_TSB_PRE2;t1;WORK;TABLA3281_BS_TSB_FIN;undefined;t1.C020;t1;TABLA3281_BS_TSB_PRE2;C020;;;
text.sas;33;WORK;TABLA3281_BS_TSB_PRE2;t1;WORK;TABLA3281_BS_TSB_FIN;undefined;t1.C030;t1;TABLA3281_BS_TSB_PRE2;C030;;;
text.sas;33;WORK;TABLA3281_BS_TSB_PRE2;t1;WORK;TABLA3281_BS_TSB_FIN;undefined;t1.C040;t1;TABLA3281_BS_TSB_PRE2;C040;;;
text.sas;33;WORK;TABLA3281_BS_TSB_PRE2;t1;WORK;TABLA3281_BS_TSB_FIN;undefined;C050;undefined;TABLA3281_BS_TSB_PRE2;undefined;;;
text.sas;33;WORK;TABLA3281_BS_TSB_PRE2;t1;WORK;TABLA3281_BS_TSB_FIN;undefined;C060;undefined;TABLA3281_BS_TSB_PRE2;undefined;;;
text.sas;33;WORK;TABLA3281_BS_TSB_PRE2;t1;WORK;TABLA3281_BS_TSB_FIN;undefined;t1.C070;t1;TABLA3281_BS_TSB_PRE2;C070;;;
text.sas;33;WORK;TABLA3281_BS_TSB_PRE2;t1;WORK;TABLA3281_BS_TSB_FIN;undefined;t1.C080;t1;TABLA3281_BS_TSB_PRE2;C080;;;
text.sas;33;WORK;TABLA3281_BS_TSB_PRE2;t1;WORK;TABLA3281_BS_TSB_FIN;undefined;t1.C090;t1;TABLA3281_BS_TSB_PRE2;C090;;;
text.sas;33;WORK;TABLA3281_BS_TSB_PRE2;t1;WORK;TABLA3281_BS_TSB_FIN;undefined;t1.C100;t1;TABLA3281_BS_TSB_PRE2;C100;;;
text.sas;33;WORK;TABLA3281_BS_TSB_PRE2;t1;WORK;TABLA3281_BS_TSB_FIN;undefined;t1.C110;t1;TABLA3281_BS_TSB_PRE2;C110;;;
text.sas;33;WORK;TABLA3281_BS_TSB_PRE2;t1;WORK;TABLA3281_BS_TSB_FIN;undefined;t1.C120;t1;TABLA3281_BS_TSB_PRE2;C120;;;
text.sas;33;WORK;TABLA3281_BS_TSB_PRE2;t1;WORK;TABLA3281_BS_TSB_FIN;undefined;t1.C130;t1;TABLA3281_BS_TSB_PRE2;C130;;;
text.sas;33;WORK;TABLA3281_BS_TSB_PRE2;t1;WORK;TABLA3281_BS_TSB_FIN;undefined;t1.C140;t1;TABLA3281_BS_TSB_PRE2;C140;;;
text.sas;33;WORK;TABLA3281_BS_TSB_PRE2;t1;WORK;TABLA3281_BS_TSB_FIN;undefined;t1.C150;t1;TABLA3281_BS_TSB_PRE2;C150;;;
text.sas;33;WORK;TABLA3281_BS_TSB_PRE2;t1;WORK;TABLA3281_BS_TSB_FIN;undefined;C160;undefined;TABLA3281_BS_TSB_PRE2;undefined;;;
text.sas;33;WORK;TABLA3281_BS_TSB_PRE2;t1;WORK;TABLA3281_BS_TSB_FIN;undefined;C170;undefined;TABLA3281_BS_TSB_PRE2;undefined;;;
text.sas;33;WORK;TABLA3281_BS_TSB_PRE2;t1;WORK;TABLA3281_BS_TSB_FIN;undefined;t1.C180;t1;TABLA3281_BS_TSB_PRE2;C180;;;
text.sas;33;WORK;TABLA3281_BS_TSB_PRE2;t1;WORK;TABLA3281_BS_TSB_FIN;undefined;t1.C190;t1;TABLA3281_BS_TSB_PRE2;C190;;;
text.sas;33;WORK;TABLA3281_BS_TSB_PRE2;t1;WORK;TABLA3281_BS_TSB_FIN;undefined;t1.C200;t1;TABLA3281_BS_TSB_PRE2;C200;;;
text.sas;33;WORK;TABLA3281_BS_TSB_PRE2;t1;WORK;TABLA3281_BS_TSB_FIN;undefined;C210;undefined;TABLA3281_BS_TSB_PRE2;undefined;;;
text.sas;33;WORK;TABLA3281_BS_TSB_PRE2;t1;WORK;TABLA3281_BS_TSB_FIN;undefined;C220;undefined;TABLA3281_BS_TSB_PRE2;undefined;;;
text.sas;33;WORK;TABLA3281_BS_TSB_PRE2;t1;WORK;TABLA3281_BS_TSB_FIN;undefined;C230;undefined;TABLA3281_BS_TSB_PRE2;C_LGDxEAD/(C110_LGD-C140_LGD);;;
text.sas;33;WORK;TABLA3281_BS_TSB_PRE2;t1;WORK;TABLA3281_BS_TSB_FIN;undefined;C240;undefined;TABLA3281_BS_TSB_PRE2;C_LGDEFxEAD/C140_LGD;;;
text.sas;33;WORK;TABLA3281_BS_TSB_PRE2;t1;WORK;TABLA3281_BS_TSB_FIN;undefined;C250;undefined;TABLA3281_BS_TSB_PRE2;C_MxEAD/C110_M;;;
text.sas;33;WORK;TABLA3281_BS_TSB_PRE2;t1;WORK;TABLA3281_BS_TSB_FIN;undefined;t1.C255;t1;TABLA3281_BS_TSB_PRE2;C255;;;
text.sas;33;WORK;TABLA3281_BS_TSB_PRE2;t1;WORK;TABLA3281_BS_TSB_FIN;undefined;t1.C260;t1;TABLA3281_BS_TSB_PRE2;C260;;;
text.sas;33;WORK;TABLA3281_BS_TSB_PRE2;t1;WORK;TABLA3281_BS_TSB_FIN;undefined;t1.C270;t1;TABLA3281_BS_TSB_PRE2;C270;;;
text.sas;33;WORK;TABLA3281_BS_TSB_PRE2;t1;WORK;TABLA3281_BS_TSB_FIN;undefined;t1.C280;t1;TABLA3281_BS_TSB_PRE2;C280;;;
text.sas;33;WORK;TABLA3281_BS_TSB_PRE2;t1;WORK;TABLA3281_BS_TSB_FIN;undefined;t1.C290;t1;TABLA3281_BS_TSB_PRE2;C290;;;
text.sas;33;WORK;TABLA3281_BS_TSB_PRE2;t1;WORK;TABLA3281_BS_TSB_FIN;undefined;t1.C300;t1;TABLA3281_BS_TSB_PRE2;C300;;;
text.sas;34;WORK;TABLA3281_BS_TSB_FIN;t1WHERE;bsco_4;CHECK_3281_BS_TSB_CONSO;undefined;*;undefined;TABLA3281_BS_TSB_FIN;*;;;
text.sas;35;WORK;TABLA3281_BS_TSB_FIN;undefined;WORK;ORDEN_FIN3281;undefined;TEMPLATE;undefined;TABLA3281_BS_TSB_FIN;TEMPLATE;;;BY TEMPLATE DATA_EXTRA ROW
text.sas;35;WORK;TABLA3281_BS_TSB_FIN;undefined;WORK;ORDEN_FIN3281;undefined;DATA_EXTRA;undefined;TABLA3281_BS_TSB_FIN;DATA_EXTRA;;;BY TEMPLATE DATA_EXTRA ROW
text.sas;35;WORK;TABLA3281_BS_TSB_FIN;undefined;WORK;ORDEN_FIN3281;undefined;ROW;undefined;TABLA3281_BS_TSB_FIN;ROW;;;BY TEMPLATE DATA_EXTRA ROW
text.sas;35;WORK;TABLA3281_BS_TSB_FIN;undefined;WORK;ORDEN_FIN3281;undefined;C:;undefined;TABLA3281_BS_TSB_FIN;C:;;;BY TEMPLATE DATA_EXTRA ROW
text.sas;36;WORK;ORDEN_FIN3281;undefined;WORK;COL_FIN3281;undefined;NO;COLUMNS;DEFINED;;;;BY TEMPLATE DATA_EXTRA ROW
text.sas;37;WORK;COL_FIN3281;t1;WORK;PYRAMID_3281_BS_TSB_FIN;undefined;t1.TEMPLATE;t1;COL_FIN3281;TEMPLATE;WHERE t1.COL1 NOT=.;;ORDER BY t2.COREP_2, t1.DATA_EXTRA, t2.CEL
text.sas;37;WORK;COL_FIN3281;t1;WORK;PYRAMID_3281_BS_TSB_FIN;undefined;t1.ROW;t1;COL_FIN3281;ROW;WHERE t1.COL1 NOT=.;;ORDER BY t2.COREP_2, t1.DATA_EXTRA, t2.CEL
text.sas;37;WORK;COL_FIN3281;t1;WORK;PYRAMID_3281_BS_TSB_FIN;undefined;t1.COL;t1;COL_FIN3281;COL;WHERE t1.COL1 NOT=.;;ORDER BY t2.COREP_2, t1.DATA_EXTRA, t2.CEL
text.sas;37;WORK;COL_FIN3281;t1;WORK;PYRAMID_3281_BS_TSB_FIN;undefined;t2.COREP_2;t2;MAESTRO_CELDAS_COREP;COREP_2;WHERE t1.COL1 NOT=.;;ORDER BY t2.COREP_2, t1.DATA_EXTRA, t2.CEL
text.sas;37;WORK;COL_FIN3281;t1;WORK;PYRAMID_3281_BS_TSB_FIN;undefined;t1.DATA_EXTRA;t1;COL_FIN3281;DATA_EXTRA;WHERE t1.COL1 NOT=.;;ORDER BY t2.COREP_2, t1.DATA_EXTRA, t2.CEL
text.sas;37;WORK;COL_FIN3281;t1;WORK;PYRAMID_3281_BS_TSB_FIN;undefined;t2.CEL;t2;MAESTRO_CELDAS_COREP;CEL;WHERE t1.COL1 NOT=.;;ORDER BY t2.COREP_2, t1.DATA_EXTRA, t2.CEL
text.sas;37;WORK;COL_FIN3281;t1;WORK;PYRAMID_3281_BS_TSB_FIN;undefined;t1.COL1;t1;COL_FIN3281;COL1;WHERE t1.COL1 NOT=.;;ORDER BY t2.COREP_2, t1.DATA_EXTRA, t2.CEL
text.sas;37;BSCO;MAESTRO_CELDAS_COREP;t2;WORK;PYRAMID_3281_BS_TSB_FIN;undefined;t1.TEMPLATE;t1;COL_FIN3281;TEMPLATE;WHERE t1.COL1 NOT=.;;ORDER BY t2.COREP_2, t1.DATA_EXTRA, t2.CEL
text.sas;37;BSCO;MAESTRO_CELDAS_COREP;t2;WORK;PYRAMID_3281_BS_TSB_FIN;undefined;t1.ROW;t1;COL_FIN3281;ROW;WHERE t1.COL1 NOT=.;;ORDER BY t2.COREP_2, t1.DATA_EXTRA, t2.CEL
text.sas;37;BSCO;MAESTRO_CELDAS_COREP;t2;WORK;PYRAMID_3281_BS_TSB_FIN;undefined;t1.COL;t1;COL_FIN3281;COL;WHERE t1.COL1 NOT=.;;ORDER BY t2.COREP_2, t1.DATA_EXTRA, t2.CEL
text.sas;37;BSCO;MAESTRO_CELDAS_COREP;t2;WORK;PYRAMID_3281_BS_TSB_FIN;undefined;t2.COREP_2;t2;MAESTRO_CELDAS_COREP;COREP_2;WHERE t1.COL1 NOT=.;;ORDER BY t2.COREP_2, t1.DATA_EXTRA, t2.CEL
text.sas;37;BSCO;MAESTRO_CELDAS_COREP;t2;WORK;PYRAMID_3281_BS_TSB_FIN;undefined;t1.DATA_EXTRA;t1;COL_FIN3281;DATA_EXTRA;WHERE t1.COL1 NOT=.;;ORDER BY t2.COREP_2, t1.DATA_EXTRA, t2.CEL
text.sas;37;BSCO;MAESTRO_CELDAS_COREP;t2;WORK;PYRAMID_3281_BS_TSB_FIN;undefined;t2.CEL;t2;MAESTRO_CELDAS_COREP;CEL;WHERE t1.COL1 NOT=.;;ORDER BY t2.COREP_2, t1.DATA_EXTRA, t2.CEL
text.sas;37;BSCO;MAESTRO_CELDAS_COREP;t2;WORK;PYRAMID_3281_BS_TSB_FIN;undefined;t1.COL1;t1;COL_FIN3281;COL1;WHERE t1.COL1 NOT=.;;ORDER BY t2.COREP_2, t1.DATA_EXTRA, t2.CEL
text.sas;38;WORK;PYRAMID_3281_BS_TSB_FIN;undefined;bsco_4;PYRAMID_3281_FIN_CONSO_&mes;undefined;NO;COLUMNS;DEFINED;;;;
text.sas;39;BSCO_4;CHECK_3281_BS_TSB_CONSO;t1;WORK;C92_1_CATEGO;undefined;t1.template;t1;CHECK_3281_BS_TSB_CONSO;template;;;
text.sas;39;BSCO_4;CHECK_3281_BS_TSB_CONSO;t1;WORK;C92_1_CATEGO;undefined;t1.data_extra;t1;CHECK_3281_BS_TSB_CONSO;data_extra;;;
text.sas;39;BSCO_4;CHECK_3281_BS_TSB_CONSO;t1;WORK;C92_1_CATEGO;undefined;t1.ROW;t1;CHECK_3281_BS_TSB_CONSO;ROW;;;
text.sas;39;BSCO_4;CHECK_3281_BS_TSB_CONSO;t1;WORK;C92_1_CATEGO;undefined;PDxEAD;undefined;CHECK_3281_BS_TSB_CONSO;(t1.C010*t1.C110);;;
text.sas;39;BSCO_4;CHECK_3281_BS_TSB_CONSO;t1;WORK;C92_1_CATEGO;undefined;C110_EAD;t1;CHECK_3281_BS_TSB_CONSO;C110;;;
text.sas;39;BSCO_4;CHECK_3281_BS_TSB_CONSO;t1;WORK;C92_1_CATEGO;undefined;LGDxEAD_noEEFF;undefined;CHECK_3281_BS_TSB_CONSO;(t1.C230*(t1.C110-t1.C140));;;
text.sas;39;BSCO_4;CHECK_3281_BS_TSB_CONSO;t1;WORK;C92_1_CATEGO;undefined;C140_EAD_EEFF;t1;CHECK_3281_BS_TSB_CONSO;C140;;;
text.sas;39;BSCO_4;CHECK_3281_BS_TSB_CONSO;t1;WORK;C92_1_CATEGO;undefined;EAD_no_EEFF;undefined;CHECK_3281_BS_TSB_CONSO;(t1.C110-t1.C140);;;
text.sas;39;BSCO_4;CHECK_3281_BS_TSB_CONSO;t1;WORK;C92_1_CATEGO;undefined;CAT_TOTAL;undefined;CHECK_3281_BS_TSB_CONSO;when data_extra IN '006','007','011','013','014','015','016','017' then 1 else 0 end;;;
text.sas;39;BSCO_4;CHECK_3281_BS_TSB_CONSO;t1;WORK;C92_1_CATEGO;undefined;CAT_CORP;undefined;CHECK_3281_BS_TSB_CONSO;when data_extra IN '007','011' then 1 else 0 end;;;
text.sas;39;BSCO_4;CHECK_3281_BS_TSB_CONSO;t1;WORK;C92_1_CATEGO;undefined;CAT_RETAIL;undefined;CHECK_3281_BS_TSB_CONSO;when data_extra IN '013','014','015','016','017' then 1 else 0 end;;;
text.sas;39;BSCO_4;CHECK_3281_BS_TSB_CONSO;t1;WORK;C92_1_CATEGO;undefined;CAT_HIPO;undefined;CHECK_3281_BS_TSB_CONSO;when data_extra IN '013','014' Then 1 else 0 end;;;
text.sas;39;BSCO_4;CHECK_3281_BS_TSB_CONSO;t1;WORK;C92_1_CATEGO;undefined;CAT_OTHER_RETAIL;undefined;CHECK_3281_BS_TSB_CONSO;when data_extra IN '016','017' then 1 else 0 end;;;
text.sas;40;WORK;C92_1_CATEGO;t1;WORK;C92_1_CATEGO_CORP;undefined;PDxEAD;undefined;C92_1_CATEGO;(SUM(t1.PDxEAD));WHERE t1.CAT_CORP=1;GROUP BY t1.CAT_CORP;
text.sas;40;WORK;C92_1_CATEGO;t1;WORK;C92_1_CATEGO_CORP;undefined;C110_EAD;undefined;C92_1_CATEGO;(SUM(t1.C110_EAD));WHERE t1.CAT_CORP=1;GROUP BY t1.CAT_CORP;
text.sas;40;WORK;C92_1_CATEGO;t1;WORK;C92_1_CATEGO_CORP;undefined;LGDxEAD_noEEFF;undefined;C92_1_CATEGO;(SUM(t1.LGDxEAD_noEEFF));WHERE t1.CAT_CORP=1;GROUP BY t1.CAT_CORP;
text.sas;40;WORK;C92_1_CATEGO;t1;WORK;C92_1_CATEGO_CORP;undefined;C140_EAD_EEFF;undefined;C92_1_CATEGO;(SUM(t1.C140_EAD_EEFF));WHERE t1.CAT_CORP=1;GROUP BY t1.CAT_CORP;
text.sas;40;WORK;C92_1_CATEGO;t1;WORK;C92_1_CATEGO_CORP;undefined;EAD_no_EEFF;undefined;C92_1_CATEGO;(SUM(t1.EAD_no_EEFF));WHERE t1.CAT_CORP=1;GROUP BY t1.CAT_CORP;
text.sas;40;WORK;C92_1_CATEGO;t1;WORK;C92_1_CATEGO_CORP;undefined;CEL_PD;undefined;C92_1_CATEGO;'0703';WHERE t1.CAT_CORP=1;GROUP BY t1.CAT_CORP;
text.sas;40;WORK;C92_1_CATEGO;t1;WORK;C92_1_CATEGO_CORP;undefined;CEL_LGD;undefined;C92_1_CATEGO;'0803';WHERE t1.CAT_CORP=1;GROUP BY t1.CAT_CORP;
text.sas;40;WORK;C92_1_CATEGO;t1;WORK;C92_1_CATEGO_CORP;undefined;ROW;undefined;C92_1_CATEGO;'R030';WHERE t1.CAT_CORP=1;GROUP BY t1.CAT_CORP;
text.sas;41;WORK;C92_1_CATEGO;t1;WORK;C92_1_CATEGO_RETAIL;undefined;PDxEAD;undefined;C92_1_CATEGO;(SUM(t1.PDxEAD));WHERE t1.CAT_RETAIL=1;GROUP BY t1.CAT_RETAIL;
text.sas;41;WORK;C92_1_CATEGO;t1;WORK;C92_1_CATEGO_RETAIL;undefined;C110_EAD;undefined;C92_1_CATEGO;(SUM(t1.C110_EAD));WHERE t1.CAT_RETAIL=1;GROUP BY t1.CAT_RETAIL;
text.sas;41;WORK;C92_1_CATEGO;t1;WORK;C92_1_CATEGO_RETAIL;undefined;LGDxEAD_noEEFF;undefined;C92_1_CATEGO;(SUM(t1.LGDxEAD_noEEFF));WHERE t1.CAT_RETAIL=1;GROUP BY t1.CAT_RETAIL;
text.sas;41;WORK;C92_1_CATEGO;t1;WORK;C92_1_CATEGO_RETAIL;undefined;C140_EAD_EEFF;undefined;C92_1_CATEGO;(SUM(t1.C140_EAD_EEFF));WHERE t1.CAT_RETAIL=1;GROUP BY t1.CAT_RETAIL;
text.sas;41;WORK;C92_1_CATEGO;t1;WORK;C92_1_CATEGO_RETAIL;undefined;EAD_no_EEFF;undefined;C92_1_CATEGO;(SUM(t1.EAD_no_EEFF));WHERE t1.CAT_RETAIL=1;GROUP BY t1.CAT_RETAIL;
text.sas;41;WORK;C92_1_CATEGO;t1;WORK;C92_1_CATEGO_RETAIL;undefined;CEL_PD;undefined;C92_1_CATEGO;'0706';WHERE t1.CAT_RETAIL=1;GROUP BY t1.CAT_RETAIL;
text.sas;41;WORK;C92_1_CATEGO;t1;WORK;C92_1_CATEGO_RETAIL;undefined;CEL_LGD;undefined;C92_1_CATEGO;'0806';WHERE t1.CAT_RETAIL=1;GROUP BY t1.CAT_RETAIL;
text.sas;41;WORK;C92_1_CATEGO;t1;WORK;C92_1_CATEGO_RETAIL;undefined;ROW;undefined;C92_1_CATEGO;'R060';WHERE t1.CAT_RETAIL=1;GROUP BY t1.CAT_RETAIL;
text.sas;42;WORK;C92_1_CATEGO;t1;WORK;C92_1_CATEGO_HIPO;undefined;PDxEAD;undefined;C92_1_CATEGO;(SUM(t1.PDxEAD));WHERE t1.CAT_HIPO=1;GROUP BY t1.CAT_HIPO;
text.sas;42;WORK;C92_1_CATEGO;t1;WORK;C92_1_CATEGO_HIPO;undefined;C110_EAD;undefined;C92_1_CATEGO;(SUM(t1.C110_EAD));WHERE t1.CAT_HIPO=1;GROUP BY t1.CAT_HIPO;
text.sas;42;WORK;C92_1_CATEGO;t1;WORK;C92_1_CATEGO_HIPO;undefined;LGDxEAD_noEEFF;undefined;C92_1_CATEGO;(SUM(t1.LGDxEAD_noEEFF));WHERE t1.CAT_HIPO=1;GROUP BY t1.CAT_HIPO;
text.sas;42;WORK;C92_1_CATEGO;t1;WORK;C92_1_CATEGO_HIPO;undefined;C140_EAD_EEFF;undefined;C92_1_CATEGO;(SUM(t1.C140_EAD_EEFF));WHERE t1.CAT_HIPO=1;GROUP BY t1.CAT_HIPO;
text.sas;42;WORK;C92_1_CATEGO;t1;WORK;C92_1_CATEGO_HIPO;undefined;EAD_no_EEFF;undefined;C92_1_CATEGO;(SUM(t1.EAD_no_EEFF));WHERE t1.CAT_HIPO=1;GROUP BY t1.CAT_HIPO;
text.sas;42;WORK;C92_1_CATEGO;t1;WORK;C92_1_CATEGO_HIPO;undefined;CEL_PD;undefined;C92_1_CATEGO;'0707';WHERE t1.CAT_HIPO=1;GROUP BY t1.CAT_HIPO;
text.sas;42;WORK;C92_1_CATEGO;t1;WORK;C92_1_CATEGO_HIPO;undefined;CEL_LGD;undefined;C92_1_CATEGO;'0807';WHERE t1.CAT_HIPO=1;GROUP BY t1.CAT_HIPO;
